lot,cabinet_code,cabinet_name,line,point_code,device_id,rated_power_w,lamp_type,lat,lng,pole_id
A,Q-A02,Via Roma Sud,L2,PL-000258,LUM-000102,48,LED,45.44076,9.15148,P-000258
A,Q-A02,Via Roma Sud,L3,PL-000259,LUM-000103,72,LED,45.44088,9.15112,P-000259
A,Q-A02,Via Roma Sud,L1,PL-000260,LUM-000104,56,LED,45.441,9.15107,P-000260
A,Q-A02,Via Roma Sud,L2,PL-000261,LUM-000105,56,LED,45.44112,9.15145,P-000261
A,Q-A02,Via Roma Sud,L3,PL-000262,LUM-000106,48,LED,45.44124,9.15084,P-000262
A,Q-A02,Via Roma Sud,L1,PL-000263,LUM-000107,56,LED,45.44136,9.15078,P-000263
A,Q-A02,Via Roma Sud,L2,PL-000264,LUM-000108,48,LED,45.44148,9.1512,P-000264
A,Q-A02,Via Roma Sud,L3,PL-000265,LUM-000109,56,LED,45.4416,9.15127,P-000265
A,Q-A02,Via Roma Sud,L1,PL-000266,LUM-00010A,72,LED,45.44172,9.15081,P-000266
A,Q-A02,Via Roma Sud,L2,PL-000267,LUM-00010B,48,LED,45.44184,9.15126,P-000267
A,Q-A02,Via Roma Sud,L3,PL-000268,LUM-00010C,72,LED,45.44196,9.15079,P-000268
A,Q-A02,Via Roma Sud,L1,PL-000269,LUM-00010D,48,LED,45.44208,9.15107,P-000269
A,Q-A02,Via Roma Sud,L2,PL-000270,LUM-00010E,72,LED,45.4422,9.15086,P-000270
A,Q-A02,Via Roma Sud,L3,PL-000271,LUM-00010F,72,LED,45.44232,9.15086,P-000271
A,Q-A02,Via Roma Sud,L1,PL-000272,LUM-000110,48,LED,45.44244,9.1514,P-000272
A,Q-A02,Via Roma Sud,L2,PL-000273,LUM-000111,72,LED,45.44256,9.15137,P-000273
A,Q-A02,Via Roma Sud,L3,PL-000274,LUM-000112,48,LED,45.44268,9.15096,P-000274
A,Q-A02,Via Roma Sud,L1,PL-000275,LUM-000113,72,LED,45.4428,9.15136,P-000275
A,Q-A02,Via Roma Sud,L2,PL-000276,LUM-000114,56,LED,45.44292,9.15149,P-000276
A,Q-A02,Via Roma Sud,L3,PL-000277,LUM-000115,48,LED,45.44304,9.15131,P-000277
A,Q-A02,Via Roma Sud,L1,PL-000278,LUM-000116,56,LED,45.44316,9.15135,P-000278
A,Q-A02,Via Roma Sud,L2,PL-000279,LUM-000117,48,LED,45.44328,9.151,P-000279
A,Q-A02,Via Roma Sud,L3,PL-000280,LUM-000118,48,LED,45.4434,9.15138,P-000280
A,Q-A02,Via Roma Sud,L1,PL-000281,LUM-000119,72,LED,45.44352,9.15099,P-000281
A,Q-A02,Via Roma Sud,L2,PL-000282,LUM-00011A,72,LED,45.44364,9.15107,P-000282
A,Q-A02,Via Roma Sud,L3,PL-000283,LUM-00011B,72,LED,45.44376,9.15101,P-000283
A,Q-A02,Via Roma Sud,L1,PL-000284,LUM-00011C,48,LED,45.44388,9.15098,P-000284
A,Q-A02,Via Roma Sud,L2,PL-000285,LUM-00011D,48,LED,45.444,9.15116,P-000285
A,Q-A02,Via Roma Sud,L3,PL-000286,LUM-00011E,72,LED,45.44412,9.15084,P-000286
A,Q-A02,Via Roma Sud,L1,PL-000287,LUM-00011F,48,LED,45.44424,9.15141,P-000287
A,Q-A02,Via Roma Sud,L2,PL-000288,LUM-000120,56,LED,45.44436,9.15107,P-000288
A,Q-A02,Via Roma Sud,L3,PL-000289,LUM-000121,48,LED,45.44448,9.15101,P-000289
A,Q-A02,Via Roma Sud,L1,PL-000290,LUM-000122,48,LED,45.4446,9.15115,P-000290
A,Q-A02,Via Roma Sud,L2,PL-000291,LUM-000123,56,LED,45.44472,9.15081,P-000291
A,Q-A02,Via Roma Sud,L3,PL-000292,LUM-000124,72,LED,45.44484,9.15139,P-000292
A,Q-A02,Via Roma Sud,L1,PL-000293,LUM-000125,56,LED,45.44496,9.15126,P-000293
A,Q-A02,Via Roma Sud,L2,PL-000294,LUM-000126,48,LED,45.44508,9.15126,P-000294
A,Q-A02,Via Roma Sud,L3,PL-000295,LUM-000127,48,LED,45.4452,9.15094,P-000295
A,Q-A02,Via Roma Sud,L1,PL-000296,LUM-000128,72,LED,45.44532,9.15094,P-000296
A,Q-A02,Via Roma Sud,L2,PL-000297,LUM-000129,72,LED,45.44544,9.15102,P-000297
A,Q-A02,Via Roma Sud,L3,PL-000298,LUM-00012A,48,LED,45.44556,9.15111,P-000298
A,Q-A02,Via Roma Sud,L1,PL-000299,LUM-00012B,72,LED,45.44568,9.15106,P-000299
A,Q-A02,Via Roma Sud,L2,PL-000300,LUM-00012C,48,LED,45.4458,9.15142,P-000300
A,Q-A02,Via Roma Sud,L3,PL-000301,LUM-00012D,72,LED,45.44592,9.15106,P-000301
A,Q-A02,Via Roma Sud,L1,PL-000302,LUM-00012E,56,LED,45.44604,9.15128,P-000302
A,Q-A02,Via Roma Sud,L2,PL-000303,LUM-00012F,72,LED,45.44616,9.15097,P-000303
A,Q-A02,Via Roma Sud,L3,PL-000304,LUM-000130,56,LED,45.44628,9.15125,P-000304
A,Q-A02,Via Roma Sud,L1,PL-000305,LUM-000131,72,LED,45.4464,9.15146,P-000305
A,Q-A02,Via Roma Sud,L2,PL-000306,LUM-000132,56,LED,45.44652,9.15078,P-000306
A,Q-A02,Via Roma Sud,L3,PL-000307,LUM-000133,56,LED,45.44664,9.15104,P-000307
A,Q-A02,Via Roma Sud,L1,PL-000308,LUM-000134,48,LED,45.44676,9.1511,P-000308
A,Q-A02,Via Roma Sud,L2,PL-000309,LUM-000135,72,LED,45.44688,9.15103,P-000309
A,Q-A02,Via Roma Sud,L3,PL-000310,LUM-000136,56,LED,45.447,9.15149,P-000310
A,Q-A02,Via Roma Sud,L1,PL-000311,LUM-000137,48,LED,45.44712,9.15136,P-000311
A,Q-A02,Via Roma Sud,L2,PL-000312,LUM-000138,72,LED,45.44724,9.1513,P-000312
A,Q-A02,Via Roma Sud,L3,PL-000313,LUM-000139,48,LED,45.44736,9.15095,P-000313
A,Q-A02,Via Roma Sud,L1,PL-000314,LUM-00013A,56,LED,45.44748,9.1514,P-000314
A,Q-A02,Via Roma Sud,L2,PL-000315,LUM-00013B,48,LED,45.4476,9.15146,P-000315
A,Q-A02,Via Roma Sud,L3,PL-000316,LUM-00013C,72,LED,45.44772,9.15102,P-000316
A,Q-A02,Via Roma Sud,L1,PL-000317,LUM-00013D,56,LED,45.44784,9.15078,P-000317
A,Q-A02,Via Roma Sud,L2,PL-000318,LUM-00013E,56,LED,45.44796,9.1512,P-000318
A,Q-A02,Via Roma Sud,L3,PL-000319,LUM-00013F,48,LED,45.44808,9.15108,P-000319
A,Q-A02,Via Roma Sud,L1,PL-000320,LUM-000140,48,LED,45.4482,9.15094,P-000320
A,Q-A03,Viale Stazione,L1,PL-000321,LUM-000141,56,LED,45.42295,9.11992,P-000321
A,Q-A03,Viale Stazione,L2,PL-000322,LUM-000142,56,LED,45.42307,9.11993,P-000322
A,Q-A03,Viale Stazione,L3,PL-000323,LUM-000143,72,LED,45.42319,9.12,P-000323
A,Q-A03,Viale Stazione,L1,PL-000324,LUM-000144,56,LED,45.42331,9.12057,P-000324
A,Q-A03,Viale Stazione,L2,PL-000325,LUM-000145,48,LED,45.42343,9.12003,P-000325
A,Q-A03,Viale Stazione,L3,PL-000326,LUM-000146,56,LED,45.42355,9.12033,P-000326
A,Q-A03,Viale Stazione,L1,PL-000327,LUM-000147,48,LED,45.42367,9.11987,P-000327
A,Q-A03,Viale Stazione,L2,PL-000328,LUM-000148,72,LED,45.42379,9.11979,P-000328
A,Q-A03,Viale Stazione,L3,PL-000329,LUM-000149,56,LED,45.42391,9.12058,P-000329
A,Q-A03,Viale Stazione,L1,PL-000330,LUM-00014A,56,LED,45.42403,9.12022,P-000330
A,Q-A03,Viale Stazione,L2,PL-000331,LUM-00014B,72,LED,45.42415,9.12008,P-000331
A,Q-A03,Viale Stazione,L3,PL-000332,LUM-00014C,72,LED,45.42427,9.12027,P-000332
A,Q-A03,Viale Stazione,L1,PL-000333,LUM-00014D,56,LED,45.42439,9.12001,P-000333
A,Q-A03,Viale Stazione,L2,PL-000334,LUM-00014E,56,LED,45.42451,9.11986,P-000334
A,Q-A03,Viale Stazione,L3,PL-000335,LUM-00014F,48,LED,45.42463,9.12024,P-000335
A,Q-A03,Viale Stazione,L1,PL-000336,LUM-000150,72,LED,45.42475,9.12033,P-000336
A,Q-A03,Viale Stazione,L2,PL-000337,LUM-000151,72,LED,45.42487,9.12057,P-000337
A,Q-A03,Viale Stazione,L3,PL-000338,LUM-000152,72,LED,45.42499,9.12021,P-000338
A,Q-A03,Viale Stazione,L1,PL-000339,LUM-000153,72,LED,45.42511,9.12036,P-000339
A,Q-A03,Viale Stazione,L2,PL-000340,LUM-000154,48,LED,45.42523,9.12044,P-000340
A,Q-A03,Viale Stazione,L3,PL-000341,LUM-000155,48,LED,45.42535,9.12019,P-000341
A,Q-A03,Viale Stazione,L1,PL-000342,LUM-000156,72,LED,45.42547,9.12019,P-000342
A,Q-A03,Viale Stazione,L2,PL-000343,LUM-000157,48,LED,45.42559,9.12008,P-000343
A,Q-A03,Viale Stazione,L3,PL-000344,LUM-000158,48,LED,45.42571,9.1203,P-000344
A,Q-A03,Viale Stazione,L1,PL-000345,LUM-000159,72,LED,45.42583,9.12049,P-000345
A,Q-A03,Viale Stazione,L2,PL-000346,LUM-00015A,56,LED,45.42595,9.12038,P-000346
A,Q-A03,Viale Stazione,L3,PL-000347,LUM-00015B,72,LED,45.42607,9.11981,P-000347
A,Q-A03,Viale Stazione,L1,PL-000348,LUM-00015C,72,LED,45.42619,9.12021,P-000348
A,Q-A03,Viale Stazione,L2,PL-000349,LUM-00015D,56,LED,45.42631,9.12042,P-000349
A,Q-A03,Viale Stazione,L3,PL-000350,LUM-00015E,72,LED,45.42643,9.11983,P-000350
A,Q-A03,Viale Stazione,L1,PL-000351,LUM-00015F,72,LED,45.42655,9.1198,P-000351
A,Q-A03,Viale Stazione,L2,PL-000352,LUM-000160,48,LED,45.42667,9.12054,P-000352
A,Q-A03,Viale Stazione,L3,PL-000353,LUM-000161,48,LED,45.42679,9.11985,P-000353
A,Q-A03,Viale Stazione,L1,PL-000354,LUM-000162,48,LED,45.42691,9.1203,P-000354
A,Q-A03,Viale Stazione,L2,PL-000355,LUM-000163,48,LED,45.42703,9.12017,P-000355
A,Q-A03,Viale Stazione,L3,PL-000356,LUM-000164,72,LED,45.42715,9.12,P-000356
A,Q-A03,Viale Stazione,L1,PL-000357,LUM-000165,72,LED,45.42727,9.11988,P-000357
A,Q-A03,Viale Stazione,L2,PL-000358,LUM-000166,72,LED,45.42739,9.12005,P-000358
A,Q-A03,Viale Stazione,L3,PL-000359,LUM-000167,56,LED,45.42751,9.12023,P-000359
A,Q-A03,Viale Stazione,L1,PL-000360,LUM-000168,56,LED,45.42763,9.11979,P-000360
A,Q-A03,Viale Stazione,L2,PL-000361,LUM-000169,56,LED,45.42775,9.12053,P-000361
A,Q-A03,Viale Stazione,L3,PL-000362,LUM-00016A,56,LED,45.42787,9.1203,P-000362
A,Q-A03,Viale Stazione,L1,PL-000363,LUM-00016B,72,LED,45.42799,9.12026,P-000363
A,Q-A03,Viale Stazione,L2,PL-000364,LUM-00016C,48,LED,45.42811,9.11988,P-000364
A,Q-A03,Viale Stazione,L3,PL-000365,LUM-00016D,72,LED,45.42823,9.12027,P-000365
A,Q-A03,Viale Stazione,L1,PL-000366,LUM-00016E,72,LED,45.42835,9.12048,P-000366
A,Q-A03,Viale Stazione,L2,PL-000367,LUM-00016F,48,LED,45.42847,9.12019,P-000367
A,Q-A03,Viale Stazione,L3,PL-000368,LUM-000170,48,LED,45.42859,9.11997,P-000368
A,Q-A03,Viale Stazione,L1,PL-000369,LUM-000171,48,LED,45.42871,9.11982,P-000369
A,Q-A03,Viale Stazione,L2,PL-000370,LUM-000172,72,LED,45.42883,9.12041,P-000370
A,Q-A03,Viale Stazione,L3,PL-000371,LUM-000173,48,LED,45.42895,9.12025,P-000371
A,Q-A03,Viale Stazione,L1,PL-000372,LUM-000174,56,LED,45.42907,9.1205,P-000372
A,Q-A03,Viale Stazione,L2,PL-000373,LUM-000175,56,LED,45.42919,9.12051,P-000373
A,Q-A03,Viale Stazione,L3,PL-000374,LUM-000176,56,LED,45.42931,9.11989,P-000374
A,Q-A03,Viale Stazione,L1,PL-000375,LUM-000177,72,LED,45.42943,9.12055,P-000375
A,Q-A03,Viale Stazione,L2,PL-000376,LUM-000178,48,LED,45.42955,9.12048,P-000376
A,Q-A03,Viale Stazione,L3,PL-000377,LUM-000179,56,LED,45.42967,9.11987,P-000377
A,Q-A03,Viale Stazione,L1,PL-000378,LUM-00017A,56,LED,45.42979,9.12006,P-000378
A,Q-A03,Viale Stazione,L2,PL-000379,LUM-00017B,48,LED,45.42991,9.12027,P-000379
A,Q-A03,Viale Stazione,L3,PL-000380,LUM-00017C,72,LED,45.43003,9.11981,P-000380
A,Q-A03,Viale Stazione,L1,PL-000381,LUM-00017D,56,LED,45.43015,9.12029,P-000381
A,Q-A03,Viale Stazione,L2,PL-000382,LUM-00017E,72,LED,45.43027,9.12031,P-000382
A,Q-A03,Viale Stazione,L3,PL-000383,LUM-00017F,72,LED,45.43039,9.11988,P-000383
A,Q-A03,Viale Stazione,L1,PL-000384,LUM-000180,56,LED,45.43051,9.1198,P-000384
A,Q-A03,Viale Stazione,L2,PL-000385,LUM-000181,72,LED,45.43063,9.12019,P-000385
A,Q-A03,Viale Stazione,L3,PL-000386,LUM-000182,72,LED,45.43075,9.12052,P-000386
A,Q-A03,Viale Stazione,L1,PL-000387,LUM-000183,48,LED,45.43087,9.11988,P-000387
A,Q-A03,Viale Stazione,L2,PL-000388,LUM-000184,48,LED,45.43099,9.12054,P-000388
A,Q-A03,Viale Stazione,L3,PL-000389,LUM-000185,72,LED,45.43111,9.1205,P-000389
A,Q-A03,Viale Stazione,L1,PL-000390,LUM-000186,48,LED,45.43123,9.12048,P-000390
A,Q-A03,Viale Stazione,L2,PL-000391,LUM-000187,56,LED,45.43135,9.12027,P-000391
A,Q-A03,Viale Stazione,L3,PL-000392,LUM-000188,56,LED,45.43147,9.12004,P-000392
A,Q-A03,Viale Stazione,L1,PL-000393,LUM-000189,72,LED,45.43159,9.11992,P-000393
A,Q-A03,Viale Stazione,L2,PL-000394,LUM-00018A,56,LED,45.43171,9.12054,P-000394
A,Q-A03,Viale Stazione,L3,PL-000395,LUM-00018B,48,LED,45.43183,9.1202,P-000395
A,Q-A03,Viale Stazione,L1,PL-000396,LUM-00018C,48,LED,45.43195,9.11989,P-000396
A,Q-A03,Viale Stazione,L2,PL-000397,LUM-00018D,56,LED,45.43207,9.12044,P-000397
A,Q-A03,Viale Stazione,L3,PL-000398,LUM-00018E,72,LED,45.43219,9.12004,P-000398
A,Q-A03,Viale Stazione,L1,PL-000399,LUM-00018F,72,LED,45.43231,9.12031,P-000399
A,Q-A03,Viale Stazione,L2,PL-000400,LUM-000190,48,LED,45.43243,9.12028,P-000400
A,Q-A03,Viale Stazione,L3,PL-000401,LUM-000191,56,LED,45.43255,9.11987,P-000401
A,Q-A03,Viale Stazione,L1,PL-000402,LUM-000192,48,LED,45.43267,9.12058,P-000402
A,Q-A03,Viale Stazione,L2,PL-000403,LUM-000193,48,LED,45.43279,9.12011,P-000403
A,Q-A03,Viale Stazione,L3,PL-000404,LUM-000194,48,LED,45.43291,9.11985,P-000404
A,Q-A03,Viale Stazione,L1,PL-000405,LUM-000195,72,LED,45.43303,9.12018,P-000405
A,Q-A03,Viale Stazione,L2,PL-000406,LUM-000196,56,LED,45.43315,9.12,P-000406
A,Q-A03,Viale Stazione,L3,PL-000407,LUM-000197,48,LED,45.43327,9.12055,P-000407
A,Q-A03,Viale Stazione,L1,PL-000408,LUM-000198,72,LED,45.43339,9.12007,P-000408
A,Q-A03,Viale Stazione,L2,PL-000409,LUM-000199,56,LED,45.43351,9.12036,P-000409
A,Q-A03,Viale Stazione,L3,PL-000410,LUM-00019A,72,LED,45.43363,9.12017,P-000410
A,Q-A03,Viale Stazione,L1,PL-000411,LUM-00019B,56,LED,45.43375,9.11985,P-000411
A,Q-A03,Viale Stazione,L2,PL-000412,LUM-00019C,72,LED,45.43387,9.12024,P-000412
A,Q-A03,Viale Stazione,L3,PL-000413,LUM-00019D,56,LED,45.43399,9.11982,P-000413
A,Q-A03,Viale Stazione,L1,PL-000414,LUM-00019E,48,LED,45.43411,9.11989,P-000414
A,Q-A03,Viale Stazione,L2,PL-000415,LUM-00019F,72,LED,45.43423,9.12051,P-000415
A,Q-A03,Viale Stazione,L3,PL-000416,LUM-0001A0,72,LED,45.43435,9.12026,P-000416
A,Q-A03,Viale Stazione,L1,PL-000417,LUM-0001A1,72,LED,45.43447,9.11986,P-000417
A,Q-A03,Viale Stazione,L2,PL-000418,LUM-0001A2,72,LED,45.43459,9.11979,P-000418
A,Q-A03,Viale Stazione,L3,PL-000419,LUM-0001A3,72,LED,45.43471,9.1204,P-000419
A,Q-A03,Viale Stazione,L1,PL-000420,LUM-0001A4,56,LED,45.43483,9.11989,P-000420
A,Q-A03,Viale Stazione,L2,PL-000421,LUM-0001A5,72,LED,45.43495,9.1199,P-000421
A,Q-A03,Viale Stazione,L3,PL-000422,LUM-0001A6,72,LED,45.43507,9.12051,P-000422
A,Q-A03,Viale Stazione,L1,PL-000423,LUM-0001A7,48,LED,45.43519,9.12039,P-000423
A,Q-A03,Viale Stazione,L2,PL-000424,LUM-0001A8,48,LED,45.43531,9.12039,P-000424
A,Q-A03,Viale Stazione,L3,PL-000425,LUM-0001A9,72,LED,45.43543,9.12016,P-000425
A,Q-A03,Viale Stazione,L1,PL-000426,LUM-0001AA,72,LED,45.43555,9.11998,P-000426
A,Q-A03,Viale Stazione,L2,PL-000427,LUM-0001AB,72,LED,45.43567,9.11996,P-000427
A,Q-A03,Viale Stazione,L3,PL-000428,LUM-0001AC,72,LED,45.43579,9.12042,P-000428
A,Q-A03,Viale Stazione,L1,PL-000429,LUM-0001AD,56,LED,45.43591,9.11995,P-000429
A,Q-A03,Viale Stazione,L2,PL-000430,LUM-0001AE,72,LED,45.43603,9.11982,P-000430
A,Q-A03,Viale Stazione,L3,PL-000431,LUM-0001AF,72,LED,45.43615,9.11981,P-000431
A,Q-A03,Viale Stazione,L1,PL-000432,LUM-0001B0,48,LED,45.43627,9.11994,P-000432
A,Q-A03,Viale Stazione,L2,PL-000433,LUM-0001B1,56,LED,45.43639,9.11995,P-000433
A,Q-A03,Viale Stazione,L3,PL-000434,LUM-0001B2,72,LED,45.43651,9.12008,P-000434
A,Q-A03,Viale Stazione,L1,PL-000435,LUM-0001B3,56,LED,45.43663,9.12038,P-000435
A,Q-A03,Viale Stazione,L2,PL-000436,LUM-0001B4,72,LED,45.43675,9.1205,P-000436
A,Q-A03,Viale Stazione,L3,PL-000437,LUM-0001B5,72,LED,45.43687,9.12025,P-000437
A,Q-A03,Viale Stazione,L1,PL-000438,LUM-0001B6,48,LED,45.43699,9.12031,P-000438
A,Q-A03,Viale Stazione,L2,PL-000439,LUM-0001B7,72,LED,45.43711,9.12052,P-000439
A,Q-A03,Viale Stazione,L3,PL-000440,LUM-0001B8,48,LED,45.43723,9.12007,P-000440
A,Q-A03,Viale Stazione,L1,PL-000441,LUM-0001B9,48,LED,45.43735,9.12036,P-000441
A,Q-A03,Viale Stazione,L2,PL-000442,LUM-0001BA,72,LED,45.43747,9.12036,P-000442
A,Q-A03,Viale Stazione,L3,PL-000443,LUM-0001BB,56,LED,45.43759,9.12049,P-000443
A,Q-A03,Viale Stazione,L1,PL-000444,LUM-0001BC,48,LED,45.43771,9.11998,P-000444
A,Q-A03,Viale Stazione,L2,PL-000445,LUM-0001BD,72,LED,45.43783,9.12011,P-000445
A,Q-A03,Viale Stazione,L3,PL-000446,LUM-0001BE,72,LED,45.43795,9.12045,P-000446
A,Q-A03,Viale Stazione,L1,PL-000447,LUM-0001BF,72,LED,45.43807,9.11991,P-000447
A,Q-A03,Viale Stazione,L2,PL-000448,LUM-0001C0,72,LED,45.43819,9.11985,P-000448
A,Q-A03,Viale Stazione,L3,PL-000449,LUM-0001C1,56,LED,45.43831,9.12055,P-000449
A,Q-A03,Viale Stazione,L1,PL-000450,LUM-0001C2,72,LED,45.43843,9.12049,P-000450
A,Q-A03,Viale Stazione,L2,PL-000451,LUM-0001C3,48,LED,45.43855,9.11979,P-000451
A,Q-A03,Viale Stazione,L3,PL-000452,LUM-0001C4,48,LED,45.43867,9.11992,P-000452
A,Q-A03,Viale Stazione,L1,PL-000453,LUM-0001C5,72,LED,45.43879,9.11988,P-000453
A,Q-A03,Viale Stazione,L2,PL-000454,LUM-0001C6,48,LED,45.43891,9.12002,P-000454
A,Q-A03,Viale Stazione,L3,PL-000455,LUM-0001C7,56,LED,45.43903,9.12017,P-000455
A,Q-A03,Viale Stazione,L1,PL-000456,LUM-0001C8,48,LED,45.43915,9.11987,P-000456
A,Q-A03,Viale Stazione,L2,PL-000457,LUM-0001C9,48,LED,45.43927,9.11986,P-000457
A,Q-A03,Viale Stazione,L3,PL-000458,LUM-0001CA,56,LED,45.43939,9.12021,P-000458
A,Q-A03,Viale Stazione,L1,PL-000459,LUM-0001CB,48,LED,45.43951,9.12019,P-000459
A,Q-A03,Viale Stazione,L2,PL-000460,LUM-0001CC,48,LED,45.43963,9.12005,P-000460
A,Q-A03,Viale Stazione,L3,PL-000461,LUM-0001CD,56,LED,45.43975,9.12055,P-000461
A,Q-A03,Viale Stazione,L1,PL-000462,LUM-0001CE,56,LED,45.43987,9.12028,P-000462
A,Q-A03,Viale Stazione,L2,PL-000463,LUM-0001CF,48,LED,45.43999,9.12006,P-000463
A,Q-A03,Viale Stazione,L3,PL-000464,LUM-0001D0,72,LED,45.44011,9.12036,P-000464
A,Q-A03,Viale Stazione,L1,PL-000465,LUM-0001D1,48,LED,45.44023,9.11996,P-000465
A,Q-A03,Viale Stazione,L2,PL-000466,LUM-0001D2,56,LED,45.44035,9.12058,P-000466
A,Q-A03,Viale Stazione,L3,PL-000467,LUM-0001D3,56,LED,45.44047,9.12053,P-000467
A,Q-A03,Viale Stazione,L1,PL-000468,LUM-0001D4,48,LED,45.44059,9.11982,P-000468
A,Q-A03,Viale Stazione,L2,PL-000469,LUM-0001D5,56,LED,45.44071,9.12042,P-000469
A,Q-A03,Viale Stazione,L3,PL-000470,LUM-0001D6,48,LED,45.44083,9.12054,P-000470
A,Q-A03,Viale Stazione,L1,PL-000471,LUM-0001D7,56,LED,45.44095,9.12016,P-000471
A,Q-A03,Viale Stazione,L2,PL-000472,LUM-0001D8,72,LED,45.44107,9.11987,P-000472
A,Q-A03,Viale Stazione,L3,PL-000473,LUM-0001D9,48,LED,45.44119,9.11982,P-000473
A,Q-A03,Viale Stazione,L1,PL-000474,LUM-0001DA,72,LED,45.44131,9.12028,P-000474
A,Q-A03,Viale Stazione,L2,PL-000475,LUM-0001DB,56,LED,45.44143,9.12032,P-000475
A,Q-A03,Viale Stazione,L3,PL-000476,LUM-0001DC,72,LED,45.44155,9.11981,P-000476
A,Q-A03,Viale Stazione,L1,PL-000477,LUM-0001DD,72,LED,45.44167,9.12034,P-000477
A,Q-A03,Viale Stazione,L2,PL-000478,LUM-0001DE,48,LED,45.44179,9.12035,P-000478
A,Q-A03,Viale Stazione,L3,PL-000479,LUM-0001DF,48,LED,45.44191,9.12013,P-000479
A,Q-A03,Viale Stazione,L1,PL-000480,LUM-0001E0,56,LED,45.44203,9.12005,P-000480
A,Q-A04,Corso Italia,L1,PL-000481,LUM-0001E1,48,LED,45.39201,9.12067,P-000481
A,Q-A04,Corso Italia,L2,PL-000482,LUM-0001E2,72,LED,45.39213,9.12113,P-000482
A,Q-A04,Corso Italia,L3,PL-000483,LUM-0001E3,48,LED,45.39225,9.12077,P-000483
A,Q-A04,Corso Italia,L1,PL-000484,LUM-0001E4,72,LED,45.39237,9.12097,P-000484
A,Q-A04,Corso Italia,L2,PL-000485,LUM-0001E5,48,LED,45.39249,9.1205,P-000485
A,Q-A04,Corso Italia,L3,PL-000486,LUM-0001E6,72,LED,45.39261,9.12057,P-000486
A,Q-A04,Corso Italia,L1,PL-000487,LUM-0001E7,72,LED,45.39273,9.12078,P-000487
A,Q-A04,Corso Italia,L2,PL-000488,LUM-0001E8,72,LED,45.39285,9.12094,P-000488
A,Q-A04,Corso Italia,L3,PL-000489,LUM-0001E9,48,LED,45.39297,9.12114,P-000489
A,Q-A04,Corso Italia,L1,PL-000490,LUM-0001EA,72,LED,45.39309,9.12058,P-000490
A,Q-A04,Corso Italia,L2,PL-000491,LUM-0001EB,56,LED,45.39321,9.1206,P-000491
A,Q-A04,Corso Italia,L3,PL-000492,LUM-0001EC,72,LED,45.39333,9.12068,P-000492
A,Q-A04,Corso Italia,L1,PL-000493,LUM-0001ED,72,LED,45.39345,9.12066,P-000493
A,Q-A04,Corso Italia,L2,PL-000494,LUM-0001EE,56,LED,45.39357,9.12047,P-000494
A,Q-A04,Corso Italia,L3,PL-000495,LUM-0001EF,48,LED,45.39369,9.12071,P-000495
A,Q-A04,Corso Italia,L1,PL-000496,LUM-0001F0,72,LED,45.39381,9.12093,P-000496
A,Q-A04,Corso Italia,L2,PL-000497,LUM-0001F1,48,LED,45.39393,9.12069,P-000497
A,Q-A04,Corso Italia,L3,PL-000498,LUM-0001F2,48,LED,45.39405,9.1205,P-000498
A,Q-A04,Corso Italia,L1,PL-000499,LUM-0001F3,48,LED,45.39417,9.12116,P-000499
A,Q-A04,Corso Italia,L2,PL-000500,LUM-0001F4,48,LED,45.39429,9.12044,P-000500
A,Q-A04,Corso Italia,L3,PL-000501,LUM-0001F5,72,LED,45.39441,9.121,P-000501
A,Q-A04,Corso Italia,L1,PL-000502,LUM-0001F6,72,LED,45.39453,9.12088,P-000502
A,Q-A04,Corso Italia,L2,PL-000503,LUM-0001F7,72,LED,45.39465,9.12073,P-000503
A,Q-A04,Corso Italia,L3,PL-000504,LUM-0001F8,72,LED,45.39477,9.12105,P-000504
A,Q-A04,Corso Italia,L1,PL-000505,LUM-0001F9,56,LED,45.39489,9.12116,P-000505
A,Q-A04,Corso Italia,L2,PL-000506,LUM-0001FA,56,LED,45.39501,9.12046,P-000506
A,Q-A04,Corso Italia,L3,PL-000507,LUM-0001FB,72,LED,45.39513,9.12099,P-000507
A,Q-A04,Corso Italia,L1,PL-000508,LUM-0001FC,72,LED,45.39525,9.12077,P-000508
A,Q-A04,Corso Italia,L2,PL-000509,LUM-0001FD,56,LED,45.39537,9.12051,P-000509
A,Q-A04,Corso Italia,L3,PL-000510,LUM-0001FE,72,LED,45.39549,9.12113,P-000510
A,Q-A04,Corso Italia,L1,PL-000511,LUM-0001FF,48,LED,45.39561,9.12095,P-000511
A,Q-A04,Corso Italia,L2,PL-000512,LUM-000200,48,LED,45.39573,9.12076,P-000512
A,Q-A04,Corso Italia,L3,PL-000513,LUM-000201,72,LED,45.39585,9.12068,P-000513
A,Q-A04,Corso Italia,L1,PL-000514,LUM-000202,56,LED,45.39597,9.1212,P-000514
A,Q-A04,Corso Italia,L2,PL-000515,LUM-000203,48,LED,45.39609,9.12079,P-000515
A,Q-A04,Corso Italia,L3,PL-000516,LUM-000204,48,LED,45.39621,9.12116,P-000516
A,Q-A04,Corso Italia,L1,PL-000517,LUM-000205,48,LED,45.39633,9.12109,P-000517
A,Q-A04,Corso Italia,L2,PL-000518,LUM-000206,56,LED,45.39645,9.12087,P-000518
A,Q-A04,Corso Italia,L3,PL-000519,LUM-000207,48,LED,45.39657,9.12098,P-000519
A,Q-A04,Corso Italia,L1,PL-000520,LUM-000208,72,LED,45.39669,9.12052,P-000520
